intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",68.33
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",70.75
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",73.51
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",73.89
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",73.93
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",71.24
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",76.20
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",76.66
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",75.99
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",74.87
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",72.06
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",71.15
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",75.10
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",77.04
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",77.50
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",76.38
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",74.52
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",73.70
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",71.02
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",73.67
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",74.79
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",74.31
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",73.69
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",71.77
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",66.66
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",66.80
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",65.83
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",64.71
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",63.23
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",64.19
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",59.29
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",63.41
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",65.40
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",66.11
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",67.23
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",66.19
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",71.61
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",72.49
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",72.27
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",71.75
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",70.36
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",69.21
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",70.36
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",68.12
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",66.77
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",66.42
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",65.50
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",65.18
