intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",70.31
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",72.31
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",72.78
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",72.10
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",69.55
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",66.21
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",78.67
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",78.63
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",75.03
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",73.95
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",73.83
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",74.93
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",77.18
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",76.21
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",76.49
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",74.92
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",72.32
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",68.30
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",70.91
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",71.34
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",71.10
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",71.00
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",69.44
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",67.62
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",71.62
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",69.47
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",71.02
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",68.60
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",66.96
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",65.85
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",64.85
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",65.42
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",67.31
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",68.28
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",68.71
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",68.40
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",79.60
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",80.90
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",77.07
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",72.03
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",67.39
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",64.04
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",75.72
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",75.95
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",72.64
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",70.53
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",71.39
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",70.73
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",73.45
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",72.02
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",69.94
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",67.62
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",66.77
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",67.59
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",70.54
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",70.17
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",68.68
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",68.39
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",69.38
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",68.30
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",75.10
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",73.40
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",70.42
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",70.17
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",68.88
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",69.63
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",75.17
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",73.26
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",70.55
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",71.17
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",71.42
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",70.65
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",72.40
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",72.77
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",71.72
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",70.32
