intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",67.16
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",69.23
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",69.26
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",68.75
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",67.89
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",66.78
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",64.21
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",64.95
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",64.73
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",63.51
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",61.88
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",61.60
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",74.87
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",76.19
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",76.14
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",75.80
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",74.95
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",73.63
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",67.20
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",68.75
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",68.76
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",68.57
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",67.50
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",66.48
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",67.23
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",66.26
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",66.24
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",64.66
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",62.13
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",60.88
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",63.11
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",65.00
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",65.36
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",65.89
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",64.79
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",64.44
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",71.29
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",73.56
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",73.43
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",72.74
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",71.65
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",70.49
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",70.52
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",68.63
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",67.65
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",65.00
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",61.72
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",60.25
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",60.66
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",60.85
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",60.95
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",59.61
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",57.67
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",57.24
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",65.34
