intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",66.72
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",68.44
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",71.09
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",71.91
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",73.17
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",71.27
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",71.44
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",72.97
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",72.38
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",71.49
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",69.15
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",67.91
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",73.82
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",76.81
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",76.96
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",75.91
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",74.23
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",72.52
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",70.79
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",73.40
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",74.56
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",74.12
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",74.02
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",72.43
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",66.59
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",67.03
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",66.45
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",65.46
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",64.27
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",64.85
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",61.14
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",64.30
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",67.03
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",67.65
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",68.81
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",68.61
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",69.76
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",70.98
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",71.83
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",71.96
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",72.20
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",71.64
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",69.87
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",68.76
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",67.41
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",66.88
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",65.24
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",64.39
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",63.37
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",63.31
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",62.31
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",60.80
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",59.69
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",59.66
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",66.00
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",66.04
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",64.83
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",63.33
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",61.09
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",60.51
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",72.80
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",71.91
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",69.74
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",67.74
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",65.92
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",65.75
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",65.93
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",65.97
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",64.96
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",62.93
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",61.74
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",61.05
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",65.96
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",65.45
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",63.45
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",62.21
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",60.56
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",60.30
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",65.69
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",66.62
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",65.54
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",64.48
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",61.53
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",60.97
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",165.79
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",166.45
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",163.81
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",153.53
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",141.28
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",129.01
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",166.62
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",165.67
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",162.62
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",147.74
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",132.80
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",119.76
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",173.90
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",174.12
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",170.84
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",155.48
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",138.58
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",123.41
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",167.40
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",168.15
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",166.85
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",153.57
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",138.74
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",123.72
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",135.06
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",136.35
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",135.44
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",130.14
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",124.43
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",118.26
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",108.22
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",109.57
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",110.45
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",110.38
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",110.39
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",110.15
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",165.54
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",164.75
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",160.97
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",146.40
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",131.17
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",117.38
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",120.51
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",119.51
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",116.81
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",115.28
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",114.44
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",114.27
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",112.56
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",112.48
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",111.62
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",111.57
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",110.92
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",110.87
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",123.06
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",121.67
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",119.38
