intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",68.05
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",68.24
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",68.19
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",66.91
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",65.36
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",64.33
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",73.02
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",71.77
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",69.17
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",67.28
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",64.73
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",63.23
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",67.88
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",66.60
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",66.73
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",66.42
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",65.43
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",64.19
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",62.43
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",62.73
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",62.91
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",61.88
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",60.56
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",61.61
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",73.09
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",71.96
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",71.79
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",68.94
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",66.75
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",65.76
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",64.97
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",65.55
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",65.17
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",63.93
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",62.71
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",64.06
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",66.58
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",66.94
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",67.47
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",67.05
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",66.67
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",66.45
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",81.27
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",79.77
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",77.90
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",72.65
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",67.38
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",64.74
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",65.61
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",67.53
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",67.52
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",67.18
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",65.22
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",63.18
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",66.72
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",66.69
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",65.64
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",63.98
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",62.10
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",62.51
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",59.73
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",61.69
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",62.90
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",63.14
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",63.07
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",62.87
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",76.35
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",75.71
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",73.80
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",71.64
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",68.23
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",65.72
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",70.71
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",70.91
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",71.62
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",69.47
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",67.10
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",66.00
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",61.56
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",61.09
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",60.54
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",59.04
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",58.36
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",59.02
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",170.08
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",183.64
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",185.11
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",170.56
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",146.40
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",128.03
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",125.26
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",121.87
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",121.55
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",119.83
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",117.81
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",116.36
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",169.60
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",178.80
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",177.31
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",158.53
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",132.77
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",115.91
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",120.88
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",118.76
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",118.58
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",117.16
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",116.17
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",115.48
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",182.42
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",188.94
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",184.83
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",162.97
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",133.98
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",115.99
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",121.92
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",118.71
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",117.87
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",117.93
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",117.86
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",117.06
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",158.48
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",164.42
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",166.89
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",158.61
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",138.42
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",121.49
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",121.92
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",120.43
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",120.14
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",117.86
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",116.47
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",115.29
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",136.23
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",138.79
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",139.02
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",133.97
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",125.13
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",117.38
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",115.45
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",114.40
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",114.53
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",114.71
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",115.01
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",114.50
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",109.49
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",110.40
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",109.80
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",109.49
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",110.36
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",110.02
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",139.75
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",133.76
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",127.49
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",118.99
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",114.77
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",113.67
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",189.30
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",194.72
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",188.93
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",165.25
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",132.47
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",116.15
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",109.53
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",109.63
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",110.06
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",110.20
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",110.33
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",109.65
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",102.51
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",109.79
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",112.47
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",116.22
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",116.08
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",116.01
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",116.00
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",119.79
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",122.10
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",124.98
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",126.46
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",125.94
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",102.87
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",106.50
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",113.54
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",117.89
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",118.60
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",118.97
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",113.01
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",115.19
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",117.62
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",120.45
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",122.37
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",122.25
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",109.27
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",118.00
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",123.28
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",124.36
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",123.96
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",124.93
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",119.74
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",123.95
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",126.91
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",129.32
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",130.33
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",128.94
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",102.15
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",103.21
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",105.42
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",107.69
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",107.39
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",108.87
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",131.15
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",134.15
B,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",138.02
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",136.85
B,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",136.97
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",138.51
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",100.01
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",101.55
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",105.30
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",106.60
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",106.91
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",108.05
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",118.99
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",118.10
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",118.61
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",121.08
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",122.62
B,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",125.42
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",104.70
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",108.07
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",110.38
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",110.56
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",110.50
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",113.70
B,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",128.08
B,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",125.40
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",122.34
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",124.43
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",127.31
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",129.53
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",109.44
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",114.01
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",114.72
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",117.00
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",118.92
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",118.04
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",115.59
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",117.29
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",118.64
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",120.51
B,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",122.85
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",124.48
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",100.36
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",101.18
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",104.03
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",108.33
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",109.60
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",109.29
