intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",68.65
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",70.95
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",71.67
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",71.02
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",69.58
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",66.73
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",74.58
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",75.11
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",73.19
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",69.91
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",68.92
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",68.24
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",75.32
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",76.47
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",76.99
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",75.92
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",74.96
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",71.75
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",70.04
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",73.00
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",74.34
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",74.16
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",73.46
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",70.85
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",68.93
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",68.16
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",66.76
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",64.89
